timestamp,machine_id,event_type,duration_minutes,description,line_id,operator_id,shift
2026-01-28T22:53:12.118512,CNC-01,micro_arret,4.86,Attente pièce suivante,L1,OP009,matin
2026-01-28T23:27:12.118512,CNC-02,micro_arret,4.72,Réglage paramètre machine,L1,OP013,matin
2026-01-29T02:54:12.118512,CNC-01,normal,34.27,Cycle standard,L1,OP013,apres-midi
2026-01-29T03:26:12.118512,CNC-01,normal,24.86,Cycle standard,L1,OP005,apres-midi
2026-01-29T03:32:12.118512,CNC-01,normal,51.8,Cycle standard,L1,OP006,apres-midi
2026-01-29T04:04:12.118512,PRESS-02,normal,51.85,Fonctionnement optimal,L2,OP006,apres-midi
2026-01-29T04:30:12.118512,PRESS-01,ralentissement,55.27,Opérateur en formation,L2,OP004,apres-midi
2026-01-29T06:04:12.118512,CNC-02,normal,18.84,Production normale,L1,OP014,apres-midi
2026-01-29T06:21:12.118512,PRESS-02,ralentissement,157.61,Cadence réduite usure outil,L2,OP013,apres-midi
2026-01-29T08:27:12.118512,PRESS-01,normal,45.26,Production conforme,L2,OP003,nuit
2026-01-29T16:30:12.118512,CNC-01,arret,69.19,Problème logiciel automate,L1,OP008,matin
2026-01-29T17:05:12.118512,PRESS-02,normal,58.37,Production conforme,L2,OP001,matin
2026-01-29T17:06:12.118512,CNC-01,normal,30.91,Production conforme,L1,OP015,matin
2026-01-29T17:14:12.118512,CNC-02,normal,49.72,Cycle standard,L1,OP008,matin
2026-01-29T18:35:12.118512,ASSEMBLY-01,normal,52.08,Production conforme,L3,OP007,matin
2026-01-29T19:30:12.118512,CNC-01,micro_arret,2.53,Vérification qualité rapide,L1,OP006,matin
2026-01-29T20:57:12.118512,CNC-01,normal,56.34,Fonctionnement optimal,L1,OP012,matin
2026-01-29T21:07:12.118512,PRESS-02,normal,36.64,Production conforme,L2,OP001,matin
2026-01-29T21:28:12.118512,CNC-01,normal,26.62,Cycle standard,L1,OP009,matin
2026-01-29T22:34:12.118512,PRESS-01,normal,59.71,Fonctionnement optimal,L2,OP003,matin
2026-01-29T22:56:12.118512,CNC-02,normal,35.66,Production normale,L1,OP012,matin
2026-01-29T23:24:12.118512,CNC-01,normal,34.58,Cycle standard,L1,OP014,matin
2026-01-30T01:03:12.118512,PRESS-01,normal,22.14,Production normale,L2,OP010,apres-midi
2026-01-30T01:06:12.118512,CNC-02,arret,115.36,Problème logiciel automate,L1,OP010,apres-midi
2026-01-30T02:27:12.118512,PRESS-02,arret,30.88,Panne électrique,L2,OP014,apres-midi
2026-01-30T02:59:12.118512,PRESS-02,micro_arret,4.39,Ajustement outil mineur,L2,OP006,apres-midi
2026-01-30T03:31:12.118512,CNC-01,normal,57.56,Production conforme,L1,OP002,apres-midi
2026-01-30T03:47:12.118512,CNC-02,normal,42.01,Production conforme,L1,OP011,apres-midi
